Accno	Read Status	5' Contig	5' Position	5' Strand	3' Contig 	3' Position	3' Strand
HTU2KLI03FP53N	Assembled	contig00004	1109	+	contig00033	143	-
HTU2KLI03GYXU5	Singleton
HTU2KLI03GO797	Assembled	contig00002	537	+	contig00002	775	-
HTU2KLI03GBPHX	PartiallyAssembled	contig00041	163	-	contig00041	75	+
HTU2KLI03F27CX	Assembled	contig00007	1	+	contig00007	195	-
HTU2KLI03F5QSA	TooShort
HTU2KLI03GJ49Y	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03GJ1IQ	Assembled	contig00036	5	+	contig00036	266	-
HTU2KLI03HAO5Z	Assembled	contig00007	565	-	contig00007	452	+
HTU2KLI03GMJAR	Assembled	contig00004	369	-	contig00004	126	+
HTU2KLI03G5YYL	Assembled	contig00022	342	-	contig00012	621	+
HTU2KLI03FSQRV	Assembled	contig00012	545	+	contig00056	6	-
HTU2KLI03F3NBM	Assembled	contig00056	37	-	contig00012	545	+
HTU2KLI03GTPXY	Assembled	contig00033	286	-	contig00004	1107	+
HTU2KLI03GIO2W	Assembled	contig00057	8	-	contig00012	545	+
HTU2KLI03FN9KD	Assembled	contig00002	520	+	contig00002	807	-
HTU2KLI03HEXLG	Assembled	contig00003	919	-	contig00003	650	+
HTU2KLI03FWJA3	Assembled	contig00013	260	+	contig00013	511	-
HTU2KLI03GDQC3	Assembled	contig00004	1110	+	contig00033	285	-
HTU2KLI03HA6WA	Assembled	contig00019	1	+	contig00019	388	-
HTU2KLI03FPC6Z	Assembled	contig00033	216	+	contig00026	226	-
HTU2KLI03GJUM2	Assembled	contig00012	545	+	contig00056	29	-
HTU2KLI03G3DG0	PartiallyAssembled	contig00022	78	+	contig00022	341	-
HTU2KLI03GYQPZ	Assembled	contig00002	645	+	contig00002	945	-
HTU2KLI03GJCCW	Singleton
HTU2KLI03G83KN	Assembled	contig00012	545	+	contig00022	217	-
HTU2KLI03FJ0Q2	Assembled	contig00033	284	-	contig00033	59	+
HTU2KLI03FYJL6	Assembled	contig00004	937	+	contig00033	106	-
HTU2KLI03GL8CI	Assembled	contig00002	1362	-	contig00002	1103	+
HTU2KLI03F92J1	Assembled	contig00022	345	-	contig00022	75	+
HTU2KLI03G737S	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03GXMEE	Assembled	contig00026	5	-	contig00033	33	+
HTU2KLI03FRX1M	Assembled	contig00026	339	-	contig00033	286	+
HTU2KLI03GNSAK	Assembled	contig00012	640	-	contig00012	545	+
HTU2KLI03HHS1O	Assembled	contig00001	1182	-	contig00001	1051	+
HTU2KLI03F9SIY	Assembled	contig00004	254	+	contig00004	366	-
HTU2KLI03HC5Q3	PartiallyAssembled	contig00061	5	-	contig00012	448	+
HTU2KLI03GRSCZ	Assembled	contig00012	545	+	contig00022	231	-
HTU2KLI03HHJSG	Assembled	contig00003	1073	-	contig00003	872	+
HTU2KLI03GXHTG	Assembled	contig00002	756	+	contig00002	1048	-
HTU2KLI03FIK6G	Assembled	contig00002	969	+	contig00002	1200	-
HTU2KLI03FU8YF	Assembled	contig00022	359	-	contig00022	163	+
HTU2KLI03F1RDM	Singleton
HTU2KLI03GAGK1	Assembled	contig00017	185	+	contig00017	340	-
HTU2KLI03GAFST	Assembled	contig00002	1123	-	contig00002	877	+
HTU2KLI03FOHNP	Assembled	contig00017	185	+	contig00017	412	-
HTU2KLI03F0VJV	Singleton
HTU2KLI03G17H4	Assembled	contig00022	3	+	contig00022	300	-
HTU2KLI03GMUB2	Assembled	contig00013	90	+	contig00013	469	-
HTU2KLI03F96XU	Assembled	contig00026	220	-	contig00026	149	+
HTU2KLI03FYD2J	PartiallyAssembled	contig00002	690	+	contig00002	911	-
HTU2KLI03GR72H	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03FQF73	Assembled	contig00033	216	+	contig00026	130	-
HTU2KLI03F2G0V	Assembled	contig00002	1078	+	contig00002	1319	-
HTU2KLI03FS414	Assembled	contig00053	114	-	contig00034	196	+
HTU2KLI03FT4OM	Assembled	contig00056	31	-	contig00012	545	+
HTU2KLI03GCIUL	PartiallyAssembled	contig00009	388	-	contig00009	214	+
HTU2KLI03GDF9V	Assembled	contig00026	220	-	contig00033	219	+
HTU2KLI03GX6AP	Assembled	contig00012	545	+	contig00060	1	-
HTU2KLI03F4D30	Assembled	contig00002	1020	-	contig00002	671	+
HTU2KLI03FQXLW	PartiallyAssembled	contig00026	220	-	contig00026	79	+
HTU2KLI03FL9SG	Assembled	contig00002	1317	-	contig00002	1114	+
HTU2KLI03FV5ZC	Assembled	contig00004	250	+	contig00004	531	-
HTU2KLI03G6NUP	Assembled	contig00062	1	-	contig00004	1110	+
HTU2KLI03G1BY0	PartiallyAssembled	contig00058	4	+	contig00026	2	-
HTU2KLI03FMYJ3	Assembled	contig00002	533	+	contig00002	882	-
HTU2KLI03FOIEM	Assembled	contig00012	545	+	contig00022	186	-
HTU2KLI03GLLQ8	Assembled	contig00004	1112	+	contig00033	192	-
HTU2KLI03FOH63	PartiallyAssembled	contig00006	116	-	contig00006	11	+
HTU2KLI03GJE5E	Assembled	contig00001	1506	-	contig00001	1315	+
HTU2KLI03FOECG	Assembled	contig00016	148	-	contig00016	1	+
HTU2KLI03FOZGW	Assembled	contig00007	449	+	contig00007	566	-
HTU2KLI03HF5PE	Assembled	contig00033	209	+	contig00026	141	-
HTU2KLI03GHGWG	Assembled	contig00001	305	+	contig00001	553	-
HTU2KLI03GWT0W	Assembled	contig00022	103	+	contig00022	380	-
HTU2KLI03GYVZ6	PartiallyAssembled	contig00022	233	+	contig00022	374	-
HTU2KLI03FI5PN	Assembled	contig00012	545	+	contig00022	32	-
HTU2KLI03FMRQ6	Assembled	contig00033	282	-	contig00033	73	+
HTU2KLI03GAWSJ	Assembled	contig00003	1073	-	contig00003	908	+
HTU2KLI03FRF4J	Assembled	contig00056	33	-	contig00012	605	+
HTU2KLI03FSQ79	PartiallyAssembled	contig00005	1	+	contig00005	268	-
HTU2KLI03GI60O	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03GIIX9	Assembled	contig00022	359	-	contig00012	629	+
HTU2KLI03FNZ8C	Assembled	contig00022	345	-	contig00022	75	+
HTU2KLI03GKNPF	PartiallyAssembled	contig00001	3	+	contig00001	287	-
HTU2KLI03G4H4F	Assembled	contig00001	1066	+	contig00001	1185	-
HTU2KLI03F6BML	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03F11PE	PartiallyAssembled	contig00058	3	-	contig00004	875	+
HTU2KLI03GUBD1	Assembled	contig00022	344	-	contig00022	50	+
HTU2KLI03G4OME	Assembled	contig00001	1506	-	contig00001	1244	+
HTU2KLI03GCW9Z	Assembled	contig00011	400	+	contig00011	649	-
HTU2KLI03FQTGG	Singleton
HTU2KLI03G2E0T	Assembled	contig00007	569	-	contig00007	447	+
HTU2KLI03G8P8Y	Assembled	contig00010	566	+	contig00010	680	-
HTU2KLI03FLI2J	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03FO946	Outlier
HTU2KLI03FW8QU	PartiallyAssembled	contig00002	695	+	contig00002	747	-
HTU2KLI03F8YOC	Assembled	contig00002	998	-	contig00002	947	+
HTU2KLI03G760B	Assembled	contig00029	302	-	contig00029	186	+
HTU2KLI03GSJ08	Assembled	contig00010	692	-	contig00010	542	+
HTU2KLI03FRDYW	Assembled	contig00033	216	+	contig00026	206	-
HTU2KLI03FVXEZ	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03F8BYA	Assembled	contig00057	5	+	contig00022	341	-
HTU2KLI03HEE46	Assembled	contig00056	32	-	contig00012	551	+
HTU2KLI03GOMF7	Assembled	contig00022	374	-	contig00022	73	+
HTU2KLI03GBUFJ	Assembled	contig00022	346	-	contig00022	54	+
HTU2KLI03HCQA5	Singleton
HTU2KLI03F2MEU	Assembled	contig00002	1017	-	contig00002	701	+
HTU2KLI03HAY8Z	Assembled	contig00022	112	+	contig00022	346	-
HTU2KLI03FRY6D	Assembled	contig00002	884	-	contig00002	580	+
HTU2KLI03GQ5O6	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03G6HKR	PartiallyAssembled	contig00003	650	+	contig00003	996	-
HTU2KLI03GVM21	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03GUMHR	Assembled	contig00022	307	-	contig00012	579	+
HTU2KLI03GUXC9	Assembled	contig00012	545	+	contig00022	240	-
HTU2KLI03GX5OF	PartiallyAssembled	contig00026	149	-	contig00033	216	+
HTU2KLI03FYPU4	Assembled	contig00033	216	+	contig00026	224	-
HTU2KLI03GWPG6	Assembled	contig00022	384	-	contig00022	142	+
HTU2KLI03GPXZ9	Assembled	contig00022	347	-	contig00022	118	+
HTU2KLI03GDRXL	Assembled	contig00002	1062	+	contig00002	1270	-
HTU2KLI03FXJSV	Assembled	contig00004	374	-	contig00004	70	+
HTU2KLI03FMQNP	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03G3DDH	Assembled	contig00033	216	+	contig00026	223	-
HTU2KLI03FKWOC	Assembled	contig00002	1151	-	contig00002	1008	+
HTU2KLI03GM3V9	Assembled	contig00012	545	+	contig00022	240	-
HTU2KLI03GKUQZ	Assembled	contig00027	1	+	contig00027	190	-
HTU2KLI03G6PSN	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03GKK9B	Assembled	contig00004	575	-	contig00004	285	+
HTU2KLI03HEQOG	Assembled	contig00001	1239	+	contig00001	1506	-
HTU2KLI03G8S9D	Assembled	contig00004	987	+	contig00033	63	-
HTU2KLI03GCJZJ	Assembled	contig00002	869	+	contig00002	1156	-
HTU2KLI03F6O5L	Assembled	contig00002	533	+	contig00002	860	-
HTU2KLI03F49C6	Outlier
HTU2KLI03GYS1S	Assembled	contig00022	362	-	contig00022	88	+
HTU2KLI03GLDCI	Assembled	contig00002	538	+	contig00002	806	-
HTU2KLI03FZ82M	Assembled	contig00009	1	+	contig00009	295	-
HTU2KLI03G28YL	Assembled	contig00022	347	-	contig00022	75	+
HTU2KLI03GTP13	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03G4EC6	Assembled	contig00026	3	-	contig00033	215	+
HTU2KLI03F81LW	Assembled	contig00002	1089	+	contig00002	1268	-
HTU2KLI03GSHDA	Assembled	contig00022	73	+	contig00022	204	-
HTU2KLI03FMHGV	TooShort
HTU2KLI03GQ9GV	Assembled	contig00012	545	+	contig00056	34	-
HTU2KLI03GGP3I	Assembled	contig00022	384	-	contig00022	114	+
HTU2KLI03G67HC	PartiallyAssembled	contig00022	276	-	contig00022	81	+
HTU2KLI03F3IB3	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03GXWH0	Assembled	contig00022	113	+	contig00022	345	-
HTU2KLI03GAMR3	Assembled	contig00022	347	-	contig00022	73	+
HTU2KLI03G1B7N	Assembled	contig00012	545	+	contig00012	640	-
HTU2KLI03FTX0L	Singleton
HTU2KLI03F5GQB	Assembled	contig00022	73	+	contig00022	352	-
HTU2KLI03GO9CH	Assembled	contig00022	73	+	contig00022	362	-
HTU2KLI03FLS8K	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03G5MUG	Assembled	contig00004	758	+	contig00004	924	-
HTU2KLI03GU7UM	Assembled	contig00001	1506	-	contig00001	1308	+
HTU2KLI03GIGE7	TooShort
HTU2KLI03F17DA	Assembled	contig00012	545	+	contig00056	28	-
HTU2KLI03F9NPS	Assembled	contig00001	1066	+	contig00001	1352	-
HTU2KLI03G1Z7S	Assembled	contig00002	727	-	contig00002	533	+
HTU2KLI03HEBDY	PartiallyAssembled	contig00023	389	-	contig00023	88	+
HTU2KLI03GGTDU	Assembled	contig00004	433	-	contig00004	118	+
HTU2KLI03GFKDW	PartiallyAssembled	contig00006	1	+	contig00006	194	-
HTU2KLI03G2UCJ	Assembled	contig00033	215	+	contig00026	208	-
HTU2KLI03GNGCL	Assembled	contig00033	111	+	contig00026	29	-
HTU2KLI03FY43Q	Assembled	contig00026	1	-	contig00033	4	+
HTU2KLI03FIGB2	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03GIS70	Assembled	contig00022	345	-	contig00022	113	+
HTU2KLI03GCKSF	Assembled	contig00030	61	+	contig00030	255	-
HTU2KLI03HD1WN	Assembled	contig00056	32	-	contig00012	549	+
HTU2KLI03FN18P	Assembled	contig00033	215	+	contig00026	144	-
HTU2KLI03F5V7N	Assembled	contig00012	545	+	contig00056	15	-
HTU2KLI03FXF40	Assembled	contig00001	1066	+	contig00001	1219	-
HTU2KLI03GRHFU	Singleton
HTU2KLI03GAFZO	Assembled	contig00002	533	+	contig00002	882	-
HTU2KLI03G1332	Assembled	contig00002	683	+	contig00002	993	-
HTU2KLI03GCOEB	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03GYONS	Assembled	contig00001	965	+	contig00001	1186	-
HTU2KLI03FKFLG	Assembled	contig00003	651	+	contig00003	968	-
HTU2KLI03FNJ19	Assembled	contig00026	241	-	contig00026	19	+
HTU2KLI03FNXA2	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03GFJJH	Assembled	contig00001	1313	+	contig00001	1500	-
HTU2KLI03F97HR	Assembled	contig00002	998	-	contig00002	822	+
HTU2KLI03FIVCA	Assembled	contig00002	999	-	contig00002	638	+
HTU2KLI03G1G9E	Assembled	contig00002	891	+	contig00002	1010	-
HTU2KLI03FIEJL	Assembled	contig00004	990	+	contig00033	63	-
HTU2KLI03HE5BM	Assembled	contig00010	529	-	contig00010	302	+
HTU2KLI03FVCOD	Assembled	contig00002	998	-	contig00002	659	+
HTU2KLI03G8A54	Assembled	contig00002	533	+	contig00002	797	-
HTU2KLI03FZG8J	Assembled	contig00001	1490	-	contig00001	1296	+
HTU2KLI03FH8IG	Assembled	contig00004	1109	+	contig00033	126	-
HTU2KLI03FPX1B	Assembled	contig00003	972	+	contig00003	1114	-
HTU2KLI03GLJ4Y	Assembled	contig00002	692	+	contig00002	998	-
HTU2KLI03FYAHN	Assembled	contig00001	1323	+	contig00001	1506	-
HTU2KLI03F0AT7	TooShort
HTU2KLI03G4TI6	Assembled	contig00009	1	+	contig00009	132	-
HTU2KLI03HA0IF	Assembled	contig00012	545	+	contig00056	23	-
HTU2KLI03FXPX9	Assembled	contig00002	1319	-	contig00002	1079	+
HTU2KLI03FT1DU	Assembled	contig00007	447	+	contig00007	573	-
HTU2KLI03FXYBL	Assembled	contig00004	757	+	contig00004	930	-
HTU2KLI03HBRR4	Assembled	contig00022	383	-	contig00022	326	+
HTU2KLI03G4HWU	Singleton
HTU2KLI03G0TQV	Assembled	contig00004	12	+	contig00004	120	-
HTU2KLI03F7DC5	Assembled	contig00022	358	-	contig00022	40	+
HTU2KLI03GNLPC	Assembled	contig00010	694	-	contig00010	562	+
HTU2KLI03FJGQ7	Assembled	contig00022	347	-	contig00022	154	+
HTU2KLI03GJ6R2	TooShort
HTU2KLI03GZHFF	Assembled	contig00002	439	+	contig00002	636	-
HTU2KLI03G5ANV	Assembled	contig00026	195	-	contig00033	215	+
HTU2KLI03FQ6B2	Assembled	contig00004	246	+	contig00004	457	-
HTU2KLI03GHTU3	Assembled	contig00026	226	-	contig00033	89	+
HTU2KLI03FRCCL	TooShort
HTU2KLI03F1PP8	PartiallyAssembled	contig00002	824	-	contig00002	634	+
HTU2KLI03GLUE8	Assembled	contig00012	640	-	contig00012	452	+
HTU2KLI03G8J4Q	Assembled	contig00022	348	-	contig00022	70	+
HTU2KLI03G6SAM	PartiallyAssembled	contig00028	241	-	contig00028	62	+
HTU2KLI03FX7KY	Singleton
HTU2KLI03GDNWU	Assembled	contig00002	1019	-	contig00002	694	+
HTU2KLI03GV1NT	Assembled	contig00004	23	+	contig00004	326	-
HTU2KLI03FLLO4	Assembled	contig00056	54	-	contig00012	545	+
HTU2KLI03GK9PH	Assembled	contig00002	533	+	contig00002	860	-
HTU2KLI03GVA4H	Assembled	contig00022	357	-	contig00012	640	+
HTU2KLI03GRLC2	Assembled	contig00056	30	-	contig00012	590	+
HTU2KLI03FW278	Assembled	contig00022	363	-	contig00022	129	+
HTU2KLI03F1VLL	Assembled	contig00002	533	+	contig00002	919	-
HTU2KLI03GR9VD	Assembled	contig00022	362	-	contig00022	54	+
HTU2KLI03GWCIY	Assembled	contig00026	2	-	contig00033	5	+
HTU2KLI03GVILG	Assembled	contig00003	476	+	contig00003	885	-
HTU2KLI03GUYPO	Assembled	contig00010	10	+	contig00010	283	-
HTU2KLI03GCFMT	Assembled	contig00012	545	+	contig00022	231	-
HTU2KLI03GX0VQ	Assembled	contig00012	545	+	contig00012	640	-
HTU2KLI03GF7DJ	Assembled	contig00002	1149	-	contig00002	969	+
HTU2KLI03FY5BJ	Assembled	contig00012	545	+	contig00022	231	-
HTU2KLI03GG4UX	Assembled	contig00012	545	+	contig00012	640	-
HTU2KLI03GHCN9	Assembled	contig00001	1296	+	contig00001	1490	-
HTU2KLI03GHUCY	Assembled	contig00012	545	+	contig00056	54	-
HTU2KLI03FY0V8	Assembled	contig00002	995	-	contig00002	649	+
HTU2KLI03GFZEL	Assembled	contig00058	9	-	contig00004	972	+
HTU2KLI03FWDZW	Outlier
HTU2KLI03FPR1P	Singleton
HTU2KLI03GAPTC	Assembled	contig00033	233	-	contig00004	1081	+
HTU2KLI03FWOX9	Assembled	contig00012	545	+	contig00061	6	-
HTU2KLI03GS46S	Assembled	contig00002	1351	-	contig00002	1073	+
HTU2KLI03G3WH9	Assembled	contig00002	731	-	contig00002	479	+
HTU2KLI03GFPN1	Assembled	contig00012	640	-	contig00012	545	+
HTU2KLI03FIFP3	Assembled	contig00012	545	+	contig00012	640	-
HTU2KLI03FSZ7G	PartiallyAssembled	contig00017	410	-	contig00017	274	+
HTU2KLI03F7TZ6	Assembled	contig00012	545	+	contig00012	640	-
HTU2KLI03GLOBX	Assembled	contig00033	216	+	contig00026	200	-
HTU2KLI03F58K4	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03FZN38	Assembled	contig00001	965	+	contig00001	1182	-
HTU2KLI03GSE6Y	Assembled	contig00022	114	+	contig00022	375	-
HTU2KLI03GVPSG	Assembled	contig00002	1017	-	contig00002	676	+
HTU2KLI03GMK9G	Assembled	contig00004	1113	+	contig00033	139	-
HTU2KLI03F9QUP	Assembled	contig00033	84	+	contig00033	283	-
HTU2KLI03GZX2E	Assembled	contig00004	258	+	contig00004	472	-
HTU2KLI03FWU6W	Assembled	contig00033	215	+	contig00026	215	-
HTU2KLI03F9CHB	Assembled	contig00004	42	+	contig00004	372	-
HTU2KLI03F2QA3	Assembled	contig00046	155	-	contig00046	27	+
HTU2KLI03FWUIT	Assembled	contig00022	111	+	contig00022	222	-
HTU2KLI03FYNM9	Assembled	contig00022	356	-	contig00012	637	+
HTU2KLI03FKBVM	Assembled	contig00063	1	+	contig00023	361	-
HTU2KLI03FT917	TooShort
HTU2KLI03FLLE0	Assembled	contig00004	372	-	contig00004	84	+
HTU2KLI03HB7Y9	Assembled	contig00033	55	-	contig00004	989	+
HTU2KLI03FO174	Assembled	contig00009	294	-	contig00009	35	+
HTU2KLI03HCN3L	Assembled	contig00013	269	+	contig00013	552	-
HTU2KLI03GEB57	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03G6H48	Assembled	contig00002	1161	+	contig00002	1314	-
HTU2KLI03GMKA4	Assembled	contig00011	400	+	contig00011	563	-
HTU2KLI03HEC6N	Assembled	contig00002	1015	-	contig00002	899	+
HTU2KLI03FM7RZ	Assembled	contig00011	636	-	contig00011	472	+
HTU2KLI03GGFXC	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03GZ9P8	Assembled	contig00002	533	+	contig00002	800	-
HTU2KLI03FSEMI	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03G4L8X	Assembled	contig00022	75	+	contig00022	342	-
HTU2KLI03F29GH	Assembled	contig00012	545	+	contig00022	100	-
HTU2KLI03HAW7Z	PartiallyAssembled	contig00022	343	-	contig00022	158	+
HTU2KLI03GASTU	Singleton
HTU2KLI03GE8BB	Assembled	contig00056	32	-	contig00012	558	+
HTU2KLI03GLS2H	Assembled	contig00033	218	+	contig00026	219	-
HTU2KLI03HEONS	Assembled	contig00022	73	+	contig00022	219	-
HTU2KLI03F5AU8	Assembled	contig00010	540	+	contig00010	690	-
HTU2KLI03G6YC8	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03G04EH	Assembled	contig00001	1180	-	contig00001	985	+
HTU2KLI03GDN3I	Assembled	contig00056	24	-	contig00012	545	+
HTU2KLI03HC5J7	PartiallyAssembled	contig00022	382	-	contig00022	103	+
HTU2KLI03GCDY6	Assembled	contig00002	803	+	contig00002	1130	-
HTU2KLI03F081Z	Assembled	contig00004	245	+	contig00004	531	-
HTU2KLI03GJ7FH	TooShort
HTU2KLI03GX890	Assembled	contig00004	319	+	contig00004	635	-
HTU2KLI03GRKM5	Assembled	contig00009	404	-	contig00009	106	+
HTU2KLI03FTG51	Assembled	contig00004	921	-	contig00004	852	+
HTU2KLI03GDQQY	Assembled	contig00026	341	-	contig00033	215	+
HTU2KLI03GU5NP	Assembled	contig00022	346	-	contig00022	68	+
HTU2KLI03G2V6T	Assembled	contig00012	545	+	contig00056	31	-
HTU2KLI03GJUPO	Assembled	contig00002	533	+	contig00002	815	-
HTU2KLI03FQ0CN	Singleton
HTU2KLI03GS83M	Assembled	contig00004	5	+	contig00004	314	-
HTU2KLI03FZX2X	Assembled	contig00033	86	+	contig00026	137	-
HTU2KLI03FOMSX	Assembled	contig00002	1100	+	contig00002	1374	-
HTU2KLI03F9Y3F	Assembled	contig00012	640	-	contig00012	545	+
HTU2KLI03F3JAI	TooShort
HTU2KLI03F0RIJ	Assembled	contig00002	533	+	contig00002	940	-
HTU2KLI03G84N5	Assembled	contig00004	875	+	contig00004	927	-
HTU2KLI03G1OSI	Assembled	contig00022	347	-	contig00022	78	+
HTU2KLI03F87HE	Assembled	contig00022	346	-	contig00022	81	+
HTU2KLI03GG6EA	Assembled	contig00004	1114	+	contig00033	281	-
HTU2KLI03HCFM1	Assembled	contig00022	362	-	contig00012	632	+
HTU2KLI03FI5GW	Assembled	contig00003	651	+	contig00003	916	-
HTU2KLI03F3CBJ	Singleton
HTU2KLI03GWKMM	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03G7DZA	Assembled	contig00061	4	-	contig00012	475	+
HTU2KLI03FS46C	Assembled	contig00022	347	-	contig00022	82	+
HTU2KLI03GM14P	Assembled	contig00022	347	-	contig00022	3	+
HTU2KLI03FPVOV	Assembled	contig00033	216	+	contig00026	152	-
HTU2KLI03GI0D5	Assembled	contig00012	545	+	contig00056	25	-
HTU2KLI03GKUPS	Assembled	contig00012	545	+	contig00056	11	-
HTU2KLI03FTJFQ	Assembled	contig00009	373	+	contig00009	562	-
HTU2KLI03F13QA	Assembled	contig00056	22	-	contig00012	545	+
HTU2KLI03G03D8	Assembled	contig00012	545	+	contig00022	240	-
HTU2KLI03F6VPY	PartiallyAssembled	contig00009	1	+	contig00009	193	-
HTU2KLI03GL73C	Assembled	contig00033	286	-	contig00004	1067	+
HTU2KLI03G2LM9	Assembled	contig00022	342	-	contig00022	194	+
HTU2KLI03G475U	Assembled	contig00002	1098	+	contig00002	1310	-
HTU2KLI03F3IIK	Assembled	contig00033	281	-	contig00033	114	+
HTU2KLI03GDNAP	Assembled	contig00004	1100	+	contig00033	225	-
HTU2KLI03F9FHW	Assembled	contig00033	40	+	contig00033	242	-
HTU2KLI03FTL0N	TooShort
HTU2KLI03GN1MW	Assembled	contig00022	18	+	contig00022	348	-
HTU2KLI03FK4AK	Assembled	contig00026	2	-	contig00033	75	+
HTU2KLI03FT82Z	Assembled	contig00001	731	+	contig00001	992	-
HTU2KLI03FW8VC	Assembled	contig00012	545	+	contig00056	31	-
HTU2KLI03G28E0	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03GNHBB	PartiallyAssembled	contig00001	1220	-	contig00001	1111	+
HTU2KLI03FMLEU	Assembled	contig00002	1019	-	contig00002	715	+
HTU2KLI03GAXA8	Assembled	contig00002	1149	-	contig00002	965	+
HTU2KLI03F919H	Assembled	contig00022	113	+	contig00022	381	-
HTU2KLI03GTQ7O	Assembled	contig00022	73	+	contig00022	347	-
HTU2KLI03FJX31	Assembled	contig00022	347	-	contig00022	111	+
HTU2KLI03FYRW9	Assembled	contig00003	1075	-	contig00003	785	+
HTU2KLI03FLPD5	Assembled	contig00022	344	-	contig00022	58	+
HTU2KLI03GIMHQ	Assembled	contig00004	254	+	contig00004	527	-
HTU2KLI03FXRJ3	PartiallyAssembled	contig00002	1099	+	contig00002	1268	-
HTU2KLI03F6M6Y	Assembled	contig00022	70	+	contig00022	344	-
HTU2KLI03F54T5	Assembled	contig00001	1295	+	contig00001	1463	-
HTU2KLI03FTU60	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03F56S7	Assembled	contig00004	378	-	contig00004	224	+
HTU2KLI03GBLSK	Assembled	contig00002	1076	+	contig00002	1383	-
HTU2KLI03GHUU5	Assembled	contig00002	1000	-	contig00002	642	+
HTU2KLI03HCKVE	Assembled	contig00022	304	-	contig00022	73	+
HTU2KLI03GU96E	Assembled	contig00026	2	-	contig00059	5	+
HTU2KLI03F410O	Assembled	contig00012	545	+	contig00022	117	-
HTU2KLI03FZVSR	Assembled	contig00033	108	+	contig00026	101	-
HTU2KLI03GE0RQ	Assembled	contig00002	1378	-	contig00002	1059	+
HTU2KLI03FZ1M3	Assembled	contig00033	54	-	contig00004	990	+
HTU2KLI03FL9WS	Assembled	contig00033	284	-	contig00033	107	+
HTU2KLI03FWO29	Assembled	contig00001	585	+	contig00001	737	-
HTU2KLI03F3BN3	Assembled	contig00001	930	+	contig00001	1030	-
HTU2KLI03F0AUC	Assembled	contig00033	271	+	contig00026	191	-
HTU2KLI03GHIX1	Assembled	contig00001	1234	+	contig00001	1507	-
HTU2KLI03F70ZQ	Assembled	contig00003	666	+	contig00003	1030	-
HTU2KLI03FQKKA	Assembled	contig00029	302	-	contig00029	210	+
HTU2KLI03FPD9J	PartiallyAssembled	contig00007	217	-	contig00007	43	+
HTU2KLI03GNLW7	Assembled	contig00022	345	-	contig00022	73	+
HTU2KLI03FKDVH	Assembled	contig00001	1066	+	contig00001	1218	-
HTU2KLI03GO1PX	Assembled	contig00004	990	+	contig00004	1066	-
HTU2KLI03GPJTY	Assembled	contig00022	357	-	contig00022	54	+
HTU2KLI03FYGSC	Assembled	contig00022	344	-	contig00022	73	+
HTU2KLI03F15EI	Assembled	contig00030	209	-	contig00030	32	+
HTU2KLI03F9H7V	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03GS7AO	Assembled	contig00003	413	+	contig00003	634	-
HTU2KLI03FLFJS	Assembled	contig00004	670	-	contig00004	396	+
HTU2KLI03GF2ST	Assembled	contig00022	362	-	contig00022	81	+
HTU2KLI03GW3U9	Assembled	contig00007	565	-	contig00007	269	+
HTU2KLI03HD4VO	Assembled	contig00002	533	+	contig00002	806	-
HTU2KLI03GD0ON	Assembled	contig00004	316	+	contig00004	539	-
HTU2KLI03F1QDP	Singleton
HTU2KLI03FKHDQ	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03F14D7	Assembled	contig00001	930	+	contig00001	1152	-
HTU2KLI03GCEUT	TooShort
HTU2KLI03GYX69	Assembled	contig00017	185	+	contig00017	412	-
HTU2KLI03GP0JE	Assembled	contig00033	73	+	contig00026	114	-
